Calculated Recovery Date,Zip Code,Frequency
07/20/2020,45220,5
07/20/2020,45221,1
07/20/2020,45223,4
07/20/2020,45224,6
07/20/2020,45225,3
07/20/2020,45227,5
07/20/2020,45229,2
07/20/2020,45230,3
07/20/2020,45231,13
07/20/2020,45232,4
07/20/2020,45233,3
07/20/2020,45237,11
07/20/2020,45238,14
07/20/2020,45239,19
07/20/2020,45240,11
07/20/2020,45241,1
07/20/2020,45242,6
07/20/2020,45247,6
07/20/2020,45248,5
07/20/2020,45249,2
07/20/2020,45251,9
07/20/2020,45252,5
07/20/2020,45255,1
07/21/2020,,2
07/21/2020,45002,3
07/21/2020,45030,1
07/21/2020,45052,3
07/21/2020,45140,1
07/21/2020,45202,18
07/21/2020,45203,2
07/21/2020,45204,4
07/21/2020,45205,8
07/21/2020,45206,1
07/21/2020,45207,2
07/21/2020,45208,3
07/21/2020,45209,1
07/21/2020,45211,16
07/21/2020,45214,1
07/21/2020,45215,12
07/21/2020,45216,1
07/21/2020,45217,1
07/21/2020,45219,1
07/21/2020,45220,1
07/21/2020,45223,6
07/21/2020,45224,11
07/21/2020,45225,4
07/21/2020,45227,3
07/21/2020,45229,3
07/21/2020,45230,3
07/21/2020,45231,17
07/21/2020,45232,2
07/21/2020,45233,7
07/21/2020,45236,3
07/21/2020,45237,8
07/21/2020,45238,8
07/21/2020,45239,15
07/21/2020,45240,18
07/21/2020,45241,7
07/21/2020,45242,7
07/21/2020,45246,1
07/21/2020,45247,6
07/21/2020,45248,6
07/21/2020,45249,1
07/21/2020,45251,5
07/21/2020,45252,1
07/21/2020,45255,1
07/22/2020,45002,5
07/22/2020,45030,3
07/22/2020,45140,1
07/22/2020,45202,6
07/22/2020,45204,2
07/22/2020,45205,7
07/22/2020,45206,2
07/22/2020,45207,3
07/22/2020,45208,4
07/22/2020,45209,2
07/22/2020,45211,11
07/22/2020,45212,5
07/22/2020,45213,3
07/22/2020,45215,4
07/22/2020,45217,1
07/22/2020,45219,1
07/22/2020,45220,2
07/22/2020,45223,4
07/22/2020,45224,2
07/22/2020,45225,4
07/22/2020,45226,1
07/22/2020,45227,2
07/22/2020,45229,3
07/22/2020,45230,3
07/22/2020,45231,13
07/22/2020,45232,3
07/22/2020,45233,5
07/22/2020,45236,3
07/22/2020,45237,14
07/22/2020,45238,17
07/22/2020,45239,10
07/22/2020,45240,9
07/22/2020,45241,3
07/22/2020,45242,4
07/22/2020,45243,1
07/22/2020,45246,4
07/22/2020,45247,6
07/22/2020,45248,5
07/22/2020,45249,2
07/22/2020,45251,3
07/22/2020,45255,2
07/23/2020,,4
07/23/2020,45002,4
07/23/2020,45111,1
07/23/2020,45202,11
07/23/2020,45205,2
07/23/2020,45206,3
07/23/2020,45207,1
07/23/2020,45208,1
07/23/2020,45209,3
07/23/2020,45211,7
07/23/2020,45212,3
07/23/2020,45215,6
07/23/2020,45216,2
07/23/2020,45219,6
07/23/2020,45220,1
07/23/2020,45221,1
07/23/2020,45223,4
07/23/2020,45224,6
07/23/2020,45225,4
07/23/2020,45227,4
07/23/2020,45228,1
07/23/2020,45229,5
07/23/2020,45230,2
07/23/2020,45231,9
07/23/2020,45233,3
07/23/2020,45236,4
07/23/2020,45237,2
07/23/2020,45238,12
07/23/2020,45239,12
07/23/2020,45240,11
07/23/2020,45241,1
07/23/2020,45242,3
07/23/2020,45243,1
07/23/2020,45247,7
07/23/2020,45248,1
07/23/2020,45249,1
07/23/2020,45251,8
07/23/2020,45252,1
07/23/2020,45255,2
07/24/2020,,5
07/24/2020,44273,1
07/24/2020,45002,4
07/24/2020,45030,3
07/24/2020,45202,1
07/24/2020,45205,4
07/24/2020,45206,4
07/24/2020,45208,2
07/24/2020,45209,2
07/24/2020,45211,11
07/24/2020,45212,3
07/24/2020,45213,2
07/24/2020,45215,2
07/24/2020,45217,1
07/24/2020,45219,7
07/24/2020,45220,1
07/24/2020,45223,1
07/24/2020,45224,3
07/24/2020,45225,2
07/24/2020,45227,3
07/24/2020,45229,2
07/24/2020,45230,1
07/24/2020,45231,6
07/24/2020,45232,1
07/24/2020,45233,3
07/24/2020,45236,3
07/24/2020,45237,2
07/24/2020,45238,3
07/24/2020,45239,7
07/24/2020,45240,6
07/24/2020,45241,1
07/24/2020,45242,1
07/24/2020,45246,1
07/24/2020,45247,4
07/24/2020,45248,6
07/24/2020,45251,4
07/24/2020,45255,2
07/25/2020,,1
07/25/2020,45030,2
07/25/2020,45140,1
07/25/2020,45174,2
07/25/2020,45202,1
07/25/2020,45203,1
07/25/2020,45207,1
07/25/2020,45208,1
07/25/2020,45209,2
07/25/2020,45211,2
07/25/2020,45212,1
07/25/2020,45213,1
07/25/2020,45214,1
07/25/2020,45215,1
07/25/2020,45217,1
07/25/2020,45218,1
07/25/2020,45219,5
07/25/2020,45220,2
07/25/2020,45223,1
07/25/2020,45224,3
07/25/2020,45225,1
07/25/2020,45227,4
07/25/2020,45229,3
07/25/2020,45230,2
07/25/2020,45233,1
07/25/2020,45236,2
07/25/2020,45237,3
07/25/2020,45238,6
07/25/2020,45239,3
07/25/2020,45240,2
07/25/2020,45242,1
07/25/2020,45243,2
07/25/2020,45246,2
07/25/2020,45247,2
07/25/2020,45248,3
07/25/2020,45251,2
07/25/2020,45253,1
07/25/2020,45255,1
07/26/2020,45002,2
07/26/2020,45030,1
07/26/2020,45140,2
07/26/2020,45202,5
07/26/2020,45203,1
07/26/2020,45205,3
07/26/2020,45206,3
07/26/2020,45207,3
07/26/2020,45208,6
07/26/2020,45209,4
07/26/2020,45211,7
07/26/2020,45214,3
07/26/2020,45216,1
07/26/2020,45217,1
07/26/2020,45219,1
07/26/2020,45223,3
07/26/2020,45225,4
07/26/2020,45226,1
07/26/2020,45227,1
07/26/2020,45231,5
07/26/2020,45232,3
07/26/2020,45233,5
07/26/2020,45236,2
07/26/2020,45237,4
07/26/2020,45238,2
07/26/2020,45239,2
07/26/2020,45240,3
07/26/2020,45241,2
07/26/2020,45242,2
07/26/2020,45243,2
07/26/2020,45246,2
07/26/2020,45247,1
07/26/2020,45248,5
07/26/2020,45249,1
07/26/2020,45251,6
07/27/2020,,2
07/27/2020,45002,5
07/27/2020,45030,6
07/27/2020,45202,9
07/27/2020,45203,3
07/27/2020,45204,1
07/27/2020,45205,3
07/27/2020,45206,3
07/27/2020,45207,2
07/27/2020,45208,4
07/27/2020,45209,3
07/27/2020,45211,12
07/27/2020,45212,6
07/27/2020,45213,8
07/27/2020,45214,1
07/27/2020,45215,8
07/27/2020,45216,2
07/27/2020,45217,1
07/27/2020,45218,1
07/27/2020,45219,3
07/27/2020,45220,6
07/27/2020,45223,4
07/27/2020,45224,5
07/27/2020,45225,1
07/27/2020,45227,3
07/27/2020,45229,2
07/27/2020,45230,2
07/27/2020,45231,16
07/27/2020,45232,1
07/27/2020,45233,5
07/27/2020,45236,1
07/27/2020,45237,5
07/27/2020,45238,13
07/27/2020,45239,9
07/27/2020,45240,6
07/27/2020,45241,3
07/27/2020,45242,4
07/27/2020,45243,3
07/27/2020,45244,2
07/27/2020,45246,3
07/27/2020,45247,3
07/27/2020,45248,5
07/27/2020,45251,6
07/27/2020,45255,1
07/28/2020,,1
07/28/2020,45030,2
07/28/2020,45103,1
07/28/2020,45140,1
07/28/2020,45174,2
07/28/2020,45202,7
07/28/2020,45204,2
07/28/2020,45205,4
07/28/2020,45206,1
07/28/2020,45207,2
07/28/2020,45208,4
07/28/2020,45209,4
07/28/2020,45211,6
07/28/2020,45212,5
07/28/2020,45213,4
07/28/2020,45214,1
07/28/2020,45215,5
07/28/2020,45216,1
07/28/2020,45217,1
07/28/2020,45218,3
07/28/2020,45219,6
07/28/2020,45220,4
07/28/2020,45223,6
07/28/2020,45224,6
07/28/2020,45225,5
07/28/2020,45226,1
07/28/2020,45227,3
07/28/2020,45229,2
07/28/2020,45230,5
07/28/2020,45231,12
07/28/2020,45232,2
07/28/2020,45233,5
07/28/2020,45236,1
07/28/2020,45237,2
07/28/2020,45238,11
07/28/2020,45239,5
07/28/2020,45240,10
07/28/2020,45242,1
07/28/2020,45243,1
07/28/2020,45244,1
07/28/2020,45246,3
07/28/2020,45247,4
07/28/2020,45248,2
07/28/2020,45249,2
07/28/2020,45251,3
07/28/2020,45252,1
07/28/2020,45780,1
07/29/2020,,2
07/29/2020,45002,3
07/29/2020,45030,4
07/29/2020,45140,1
07/29/2020,45174,1
07/29/2020,45202,6
07/29/2020,45203,2
07/29/2020,45204,3
07/29/2020,45205,1
07/29/2020,45206,1
07/29/2020,45207,1
07/29/2020,45208,6
07/29/2020,45209,7
07/29/2020,45211,13
07/29/2020,45212,1
07/29/2020,45213,5
07/29/2020,45214,1
07/29/2020,45215,11
07/29/2020,45216,2
07/29/2020,45217,3
07/29/2020,45219,12
07/29/2020,45220,6
07/29/2020,45224,2
07/29/2020,45225,3
07/29/2020,45226,1
07/29/2020,45227,3
07/29/2020,45229,5
07/29/2020,45230,1
07/29/2020,45231,8
07/29/2020,45232,1
07/29/2020,45233,11
07/29/2020,45236,9
07/29/2020,45237,8
07/29/2020,45238,8
07/29/2020,45239,10
07/29/2020,45240,6
07/29/2020,45242,2
07/29/2020,45243,2
07/29/2020,45244,4
07/29/2020,45246,1
07/29/2020,45247,5
07/29/2020,45248,7
07/29/2020,45249,5
07/29/2020,45251,5
07/30/2020,45002,5
07/30/2020,45030,2
07/30/2020,45140,3
07/30/2020,45174,1
07/30/2020,45202,9
07/30/2020,45203,1
07/30/2020,45204,1
07/30/2020,45206,1
07/30/2020,45207,2
07/30/2020,45208,3
07/30/2020,45211,18
07/30/2020,45212,5
07/30/2020,45213,3
07/30/2020,45214,1
07/30/2020,45215,2
07/30/2020,45216,1
07/30/2020,45217,2
07/30/2020,45219,3
07/30/2020,45220,1
07/30/2020,45221,1
07/30/2020,45223,2
07/30/2020,45224,3
07/30/2020,45225,2
07/30/2020,45226,1
07/30/2020,45227,1
07/30/2020,45230,4
07/30/2020,45231,4
07/30/2020,45233,6
07/30/2020,45236,2
07/30/2020,45237,3
07/30/2020,45238,9
07/30/2020,45239,3
07/30/2020,45240,10
07/30/2020,45241,2
07/30/2020,45242,1
07/30/2020,45243,2
07/30/2020,45244,1
07/30/2020,45246,2
07/30/2020,45247,3
07/30/2020,45248,6
07/30/2020,45251,6
07/30/2020,45255,2
07/30/2020,45277,1
07/31/2020,45002,1
07/31/2020,45030,2
07/31/2020,45140,1
07/31/2020,45202,5
07/31/2020,45203,1
07/31/2020,45204,1
07/31/2020,45205,1
07/31/2020,45206,4
07/31/2020,45208,10
07/31/2020,45209,3
07/31/2020,45211,6
07/31/2020,45212,1
07/31/2020,45213,3
07/31/2020,45214,4
07/31/2020,45215,5
07/31/2020,45216,1
07/31/2020,45219,2
07/31/2020,45220,2
07/31/2020,45223,2
07/31/2020,45224,2
07/31/2020,45226,1
07/31/2020,45227,7
07/31/2020,45229,4
07/31/2020,45230,2
07/31/2020,45231,13
07/31/2020,45232,1
07/31/2020,45233,12
07/31/2020,45236,1
07/31/2020,45237,2
07/31/2020,45238,7
07/31/2020,45239,2
07/31/2020,45240,6
07/31/2020,45243,1
07/31/2020,45244,1
07/31/2020,45246,2
07/31/2020,45247,3
07/31/2020,45248,5
07/31/2020,45249,1
07/31/2020,45251,4
07/31/2020,45252,1
08/01/2020,44023,1
08/01/2020,45002,1
08/01/2020,45140,2
08/01/2020,45202,2
08/01/2020,45203,1
08/01/2020,45204,1
08/01/2020,45205,6
08/01/2020,45206,6
08/01/2020,45208,2
08/01/2020,45209,2
08/01/2020,45211,4
08/01/2020,45212,5
08/01/2020,45214,2
08/01/2020,45215,5
08/01/2020,45216,1
08/01/2020,45219,3
08/01/2020,45220,2
08/01/2020,45224,3
08/01/2020,45225,1
08/01/2020,45227,9
08/01/2020,45229,3
08/01/2020,45230,5
08/01/2020,45231,6
08/01/2020,45233,1
08/01/2020,45236,2
08/01/2020,45237,6
08/01/2020,45238,6
08/01/2020,45239,6
08/01/2020,45240,5
08/01/2020,45241,3
08/01/2020,45242,6
08/01/2020,45243,1
08/01/2020,45244,2
08/01/2020,45247,3
08/01/2020,45248,3
08/01/2020,45249,1
08/01/2020,45251,2
08/02/2020,,1
08/02/2020,45002,4
08/02/2020,45030,1
08/02/2020,45140,4
08/02/2020,45202,7
08/02/2020,45205,1
08/02/2020,45206,9
08/02/2020,45207,1
08/02/2020,45208,3
08/02/2020,45209,2
08/02/2020,45211,6
08/02/2020,45213,2
08/02/2020,45214,1
08/02/2020,45215,2
08/02/2020,45219,4
08/02/2020,45220,1
08/02/2020,45224,3
08/02/2020,45226,2
08/02/2020,45227,2
08/02/2020,45229,1
08/02/2020,45230,1
08/02/2020,45231,1
08/02/2020,45232,2
08/02/2020,45236,2
08/02/2020,45237,3
08/02/2020,45238,8
08/02/2020,45239,2
08/02/2020,45240,3
08/02/2020,45241,1
08/02/2020,45242,1
08/02/2020,45243,1
08/02/2020,45247,2
08/02/2020,45248,4
08/02/2020,45249,1
08/02/2020,45252,1
08/02/2020,45255,2
08/03/2020,45002,2
08/03/2020,45030,2
08/03/2020,45140,1
08/03/2020,45152,1
08/03/2020,45202,7
08/03/2020,45205,2
08/03/2020,45206,2
08/03/2020,45207,1
08/03/2020,45208,7
08/03/2020,45209,1
08/03/2020,45211,7
08/03/2020,45212,4
08/03/2020,45214,1
08/03/2020,45215,2
08/03/2020,45216,2
08/03/2020,45218,4
08/03/2020,45219,5
08/03/2020,45220,1
08/03/2020,45221,1
08/03/2020,45223,1
08/03/2020,45224,2
08/03/2020,45227,6
08/03/2020,45229,2
08/03/2020,45230,2
08/03/2020,45231,6
08/03/2020,45232,1
08/03/2020,45233,6
08/03/2020,45236,1
08/03/2020,45237,10
08/03/2020,45238,15
08/03/2020,45239,5
08/03/2020,45240,7
08/03/2020,45241,2
08/03/2020,45242,1
08/03/2020,45243,3
08/03/2020,45244,2
08/03/2020,45246,1
08/03/2020,45247,7
08/03/2020,45248,7
08/03/2020,45249,3
08/03/2020,45251,3
08/03/2020,45252,1
08/03/2020,45255,1
08/04/2020,,2
08/04/2020,45002,3
08/04/2020,45030,1
08/04/2020,45140,1
08/04/2020,45174,1
08/04/2020,45202,8
08/04/2020,45203,2
08/04/2020,45204,3
08/04/2020,45205,2
08/04/2020,45206,3
08/04/2020,45207,1
08/04/2020,45208,1
08/04/2020,45209,1
08/04/2020,45211,10
08/04/2020,45212,9
08/04/2020,45213,3
08/04/2020,45214,1
08/04/2020,45215,7
08/04/2020,45216,2
08/04/2020,45218,2
08/04/2020,45219,5
08/04/2020,45220,1
08/04/2020,45223,5
08/04/2020,45225,1
08/04/2020,45226,2
08/04/2020,45227,2
08/04/2020,45229,1
08/04/2020,45230,2
08/04/2020,45231,9
08/04/2020,45232,1
08/04/2020,45233,4
08/04/2020,45236,2
08/04/2020,45237,7
08/04/2020,45238,6
08/04/2020,45239,4
08/04/2020,45240,6
08/04/2020,45242,10
08/04/2020,45244,1
08/04/2020,45246,3
08/04/2020,45247,5
08/04/2020,45248,3
08/04/2020,45249,5
08/04/2020,45251,2
08/04/2020,45252,1
08/04/2020,45255,3
08/05/2020,,4
08/05/2020,45002,1
08/05/2020,45052,1
08/05/2020,45140,2
08/05/2020,45174,1
08/05/2020,45202,4
08/05/2020,45204,2
08/05/2020,45205,1
08/05/2020,45206,4
08/05/2020,45207,2
08/05/2020,45208,1
08/05/2020,45209,3
08/05/2020,45211,3
08/05/2020,45212,4
08/05/2020,45213,2
08/05/2020,45214,1
08/05/2020,45215,3
08/05/2020,45216,1
08/05/2020,45217,3
08/05/2020,45219,2
08/05/2020,45220,2
08/05/2020,45223,6
08/05/2020,45224,2
08/05/2020,45227,2
08/05/2020,45229,8
08/05/2020,45230,3
08/05/2020,45231,9
08/05/2020,45232,1
08/05/2020,45233,4
08/05/2020,45236,2
08/05/2020,45237,1
08/05/2020,45238,5
08/05/2020,45239,5
08/05/2020,45240,2
08/05/2020,45241,1
08/05/2020,45242,5
08/05/2020,45243,2
08/05/2020,45244,2
08/05/2020,45246,2
08/05/2020,45247,9
08/05/2020,45248,4
08/05/2020,45251,1
08/05/2020,45253,1
08/05/2020,45255,4
08/06/2020,,2
08/06/2020,45002,1
08/06/2020,45030,4
08/06/2020,45052,2
08/06/2020,45140,2
08/06/2020,45174,1
08/06/2020,45202,1
08/06/2020,45203,1
08/06/2020,45204,1
08/06/2020,45206,3
08/06/2020,45207,1
08/06/2020,45208,2
08/06/2020,45211,1
08/06/2020,45212,7
08/06/2020,45213,1
08/06/2020,45215,4
08/06/2020,45217,1
08/06/2020,45218,1
08/06/2020,45219,3
08/06/2020,45220,3
08/06/2020,45223,3
08/06/2020,45224,3
08/06/2020,45225,1
08/06/2020,45227,2
08/06/2020,45229,1
08/06/2020,45230,1
08/06/2020,45231,7
08/06/2020,45233,2
08/06/2020,45236,3
08/06/2020,45237,1
08/06/2020,45238,10
08/06/2020,45239,4
08/06/2020,45240,5
08/06/2020,45242,6
08/06/2020,45243,1
08/06/2020,45244,2
08/06/2020,45246,3
08/06/2020,45247,1
08/06/2020,45248,4
08/06/2020,45249,2
08/06/2020,45251,2
08/06/2020,45253,1
08/06/2020,45255,2
08/07/2020,,1
08/07/2020,45002,2
08/07/2020,45030,1
08/07/2020,45140,5
08/07/2020,45202,16
08/07/2020,45203,1
08/07/2020,45205,1
08/07/2020,45206,1
08/07/2020,45208,1
08/07/2020,45209,1
08/07/2020,45211,7
08/07/2020,45212,4
08/07/2020,45213,2
08/07/2020,45214,2
08/07/2020,45215,5
08/07/2020,45220,2
08/07/2020,45223,3
08/07/2020,45224,3
08/07/2020,45225,1
08/07/2020,45227,3
08/07/2020,45229,3
08/07/2020,45230,6
08/07/2020,45231,8
08/07/2020,45232,1
08/07/2020,45233,4
08/07/2020,45236,5
08/07/2020,45237,5
08/07/2020,45238,4
08/07/2020,45239,6
08/07/2020,45240,7
08/07/2020,45241,1
08/07/2020,45242,26
08/07/2020,45243,2
08/07/2020,45244,1
08/07/2020,45247,5
08/07/2020,45248,1
08/07/2020,45251,3
08/07/2020,47060,1
08/08/2020,,1
08/08/2020,45002,1
08/08/2020,45140,2
08/08/2020,45202,1
08/08/2020,45205,3
08/08/2020,45206,2
08/08/2020,45208,2
08/08/2020,45209,3
08/08/2020,45211,3
08/08/2020,45212,1
08/08/2020,45213,1
08/08/2020,45215,1
08/08/2020,45217,1
08/08/2020,45223,1
08/08/2020,45224,2
08/08/2020,45226,2
08/08/2020,45227,1
08/08/2020,45230,1
08/08/2020,45232,1
08/08/2020,45233,1
08/08/2020,45236,2
08/08/2020,45237,4
08/08/2020,45238,1
08/08/2020,45239,2
08/08/2020,45240,6
08/08/2020,45241,3
08/08/2020,45242,6
08/08/2020,45244,1
08/08/2020,45246,2
08/08/2020,45247,1
08/08/2020,45251,2
08/09/2020,,1
08/09/2020,41001,1
08/09/2020,45002,1
08/09/2020,45030,3
08/09/2020,45140,2
08/09/2020,45202,6
08/09/2020,45206,4
08/09/2020,45208,4
08/09/2020,45211,3
08/09/2020,45212,1
08/09/2020,45213,2
08/09/2020,45214,1
08/09/2020,45215,5
08/09/2020,45216,1
08/09/2020,45217,2
08/09/2020,45219,1
08/09/2020,45224,3
08/09/2020,45225,1
08/09/2020,45227,2
08/09/2020,45229,1
08/09/2020,45230,1
08/09/2020,45231,3
08/09/2020,45233,2
08/09/2020,45237,3
08/09/2020,45238,4
08/09/2020,45239,1
08/09/2020,45240,2
08/09/2020,45241,3
08/09/2020,45242,2
08/09/2020,45243,1
08/09/2020,45244,1
08/09/2020,45246,2
08/09/2020,45248,1
08/09/2020,45251,2
08/09/2020,45255,1
08/10/2020,,1
08/10/2020,45002,1
08/10/2020,45030,3
08/10/2020,45050,1
08/10/2020,45052,1
08/10/2020,45140,5
08/10/2020,45202,4
08/10/2020,45203,2
08/10/2020,45204,1
08/10/2020,45205,1
08/10/2020,45207,3
08/10/2020,45209,2
08/10/2020,45211,10
08/10/2020,45213,1
08/10/2020,45215,4
08/10/2020,45216,1
08/10/2020,45217,2
08/10/2020,45218,1
08/10/2020,45220,2
08/10/2020,45223,3
08/10/2020,45224,5
08/10/2020,45225,2
08/10/2020,45227,5
08/10/2020,45229,3
08/10/2020,45230,1
08/10/2020,45231,6
08/10/2020,45232,2
08/10/2020,45233,7
08/10/2020,45236,3
08/10/2020,45237,4
08/10/2020,45238,7
08/10/2020,45239,4
08/10/2020,45240,13
08/10/2020,45241,1
08/10/2020,45242,2
08/10/2020,45243,2
08/10/2020,45246,1
08/10/2020,45247,2
08/10/2020,45248,1
08/10/2020,45249,1
08/10/2020,45251,3
08/10/2020,45252,1
08/10/2020,45255,1
08/11/2020,,3
08/11/2020,45002,2
08/11/2020,45030,1
08/11/2020,45140,2
08/11/2020,45174,1
08/11/2020,45202,5
08/11/2020,45205,3
08/11/2020,45207,1
08/11/2020,45208,2
08/11/2020,45209,1
08/11/2020,45211,4
08/11/2020,45212,3
08/11/2020,45213,1
08/11/2020,45215,3
08/11/2020,45217,2
08/11/2020,45218,2
08/11/2020,45219,1
08/11/2020,45223,1
08/11/2020,45224,3
08/11/2020,45227,2
08/11/2020,45229,2
08/11/2020,45230,4
08/11/2020,45231,4
08/11/2020,45236,2
08/11/2020,45237,3
08/11/2020,45238,7
08/11/2020,45239,4
08/11/2020,45240,6
08/11/2020,45242,4
08/11/2020,45243,1
08/11/2020,45246,1
08/11/2020,45247,3
08/11/2020,45249,3
08/11/2020,45251,7
08/11/2020,45255,1
08/12/2020,,2
08/12/2020,45002,1
08/12/2020,45030,4
08/12/2020,45052,1
08/12/2020,45140,2
08/12/2020,45174,1
08/12/2020,45202,1
08/12/2020,45205,1
08/12/2020,45208,5
08/12/2020,45209,1
08/12/2020,45211,4
08/12/2020,45212,4
08/12/2020,45213,1
08/12/2020,45214,1
08/12/2020,45215,1
08/12/2020,45216,3
08/12/2020,45219,1
08/12/2020,45220,1
08/12/2020,45223,2
08/12/2020,45224,2
08/12/2020,45226,1
08/12/2020,45227,3
08/12/2020,45229,1
08/12/2020,45230,4
08/12/2020,45231,9
08/12/2020,45232,1
08/12/2020,45233,6
08/12/2020,45236,1
08/12/2020,45237,2
08/12/2020,45238,6
08/12/2020,45239,5
08/12/2020,45240,6
08/12/2020,45241,1
08/12/2020,45242,1
08/12/2020,45243,4
08/12/2020,45246,3
08/12/2020,45247,1
08/12/2020,45249,2
08/12/2020,45251,3
08/12/2020,45252,1
08/12/2020,45255,1
08/13/2020,,10
08/13/2020,41017,1
08/13/2020,44056,1
08/13/2020,45030,1
08/13/2020,45140,4
08/13/2020,45174,1
08/13/2020,45202,2
08/13/2020,45205,3
08/13/2020,45206,1
08/13/2020,45208,1
08/13/2020,45209,2
08/13/2020,45211,3
08/13/2020,45212,1
08/13/2020,45213,2
08/13/2020,45214,1
08/13/2020,45215,1
08/13/2020,45216,2
08/13/2020,45217,1
08/13/2020,45219,1
08/13/2020,45220,1
08/13/2020,45223,1
08/13/2020,45224,1
08/13/2020,45226,2
08/13/2020,45227,5
08/13/2020,45229,1
08/13/2020,45230,2
08/13/2020,45231,5
08/13/2020,45233,1
08/13/2020,45236,1
08/13/2020,45237,7
08/13/2020,45238,6
08/13/2020,45239,5
08/13/2020,45240,2
08/13/2020,45241,1
08/13/2020,45242,6
08/13/2020,45243,2
08/13/2020,45246,4
08/13/2020,45247,4
08/13/2020,45248,4
08/13/2020,45249,1
08/13/2020,45251,1
08/13/2020,45252,1
08/14/2020,,3
08/14/2020,45002,1
08/14/2020,45030,4
08/14/2020,45140,1
08/14/2020,45205,3
08/14/2020,45208,1
08/14/2020,45209,1
08/14/2020,45211,5
08/14/2020,45215,6
08/14/2020,45216,1
08/14/2020,45219,2
08/14/2020,45223,1
08/14/2020,45224,1
08/14/2020,45225,2
08/14/2020,45229,1
08/14/2020,45230,1
08/14/2020,45231,1
08/14/2020,45237,3
08/14/2020,45238,5
08/14/2020,45239,3
08/14/2020,45240,3
08/14/2020,45241,4
08/14/2020,45242,2
08/14/2020,45243,1
08/14/2020,45244,1
08/14/2020,45246,1
08/14/2020,45249,1
08/14/2020,45251,3
08/15/2020,,7
08/15/2020,45002,1
08/15/2020,45202,1
08/15/2020,45205,1
08/15/2020,45211,3
08/15/2020,45212,4
08/15/2020,45215,5
08/15/2020,45216,1
08/15/2020,45219,1
08/15/2020,45220,2
08/15/2020,45223,1
08/15/2020,45227,4
08/15/2020,45229,4
08/15/2020,45230,1
08/15/2020,45231,2
08/15/2020,45232,2
08/15/2020,45233,2
08/15/2020,45236,4
08/15/2020,45238,4
08/15/2020,45239,4
08/15/2020,45240,4
08/15/2020,45242,4
08/15/2020,45243,1
08/15/2020,45244,2
08/15/2020,45246,1
08/15/2020,45247,1
08/15/2020,45248,2
08/15/2020,45249,1
08/15/2020,45251,3
08/15/2020,45255,2
08/16/2020,,4
08/16/2020,45140,1
08/16/2020,45207,1
08/16/2020,45208,1
08/16/2020,45209,2
08/16/2020,45211,3
08/16/2020,45212,2
08/16/2020,45213,3
08/16/2020,45215,6
08/16/2020,45218,1
08/16/2020,45219,1
08/16/2020,45224,1
08/16/2020,45227,2
08/16/2020,45229,1
08/16/2020,45230,1
08/16/2020,45231,1
08/16/2020,45236,1
08/16/2020,45237,1
08/16/2020,45238,2
08/16/2020,45239,3
08/16/2020,45240,2
08/16/2020,45243,1
08/16/2020,45248,2
08/16/2020,45251,1
08/17/2020,,5
08/17/2020,41071,1
08/17/2020,45002,3
08/17/2020,45030,4
08/17/2020,45140,2
08/17/2020,45208,1
08/17/2020,45211,6
08/17/2020,45212,3
08/17/2020,45213,1
08/17/2020,45214,2
08/17/2020,45215,1
08/17/2020,45216,1
08/17/2020,45218,3
08/17/2020,45219,3
08/17/2020,45220,1
08/17/2020,45223,2
08/17/2020,45224,1
08/17/2020,45230,4
08/17/2020,45231,3
08/17/2020,45233,2
08/17/2020,45236,1
08/17/2020,45237,2
08/17/2020,45238,3
08/17/2020,45239,3
08/17/2020,45240,3
08/17/2020,45241,1
08/17/2020,45247,2
08/17/2020,45248,4
08/17/2020,45251,3
08/17/2020,45255,1
08/18/2020,45001,1
08/18/2020,45002,3
08/18/2020,45030,3
08/18/2020,45111,1
08/18/2020,45140,2
08/18/2020,45174,2
08/18/2020,45202,4
08/18/2020,45203,1
08/18/2020,45204,2
08/18/2020,45205,5
08/18/2020,45206,1
08/18/2020,45207,1
08/18/2020,45208,3
08/18/2020,45209,3
08/18/2020,45211,6
08/18/2020,45212,3
08/18/2020,45215,2
08/18/2020,45216,4
08/18/2020,45219,2
08/18/2020,45224,4
08/18/2020,45225,2
08/18/2020,45227,7
08/18/2020,45229,3
08/18/2020,45231,4
08/18/2020,45233,2
08/18/2020,45236,4
08/18/2020,45238,8
08/18/2020,45239,3
08/18/2020,45240,3
08/18/2020,45241,1
08/18/2020,45242,2
08/18/2020,45244,1
08/18/2020,45246,1
08/18/2020,45247,3
08/18/2020,45248,5
08/18/2020,45249,2
08/18/2020,45251,2
08/18/2020,45252,1
08/18/2020,45255,1
08/19/2020,,5
08/19/2020,45002,1
08/19/2020,45140,1
08/19/2020,45174,1
08/19/2020,45202,4
08/19/2020,45205,1
08/19/2020,45206,1
08/19/2020,45208,2
08/19/2020,45209,2
08/19/2020,45211,4
08/19/2020,45215,2
08/19/2020,45216,1
08/19/2020,45219,2
08/19/2020,45223,2
08/19/2020,45225,2
08/19/2020,45227,2
08/19/2020,45229,1
08/19/2020,45231,4
08/19/2020,45236,1
08/19/2020,45237,2
08/19/2020,45238,7
08/19/2020,45239,4
08/19/2020,45240,4
08/19/2020,45241,3
08/19/2020,45242,3
08/19/2020,45243,1
08/19/2020,45244,1
08/19/2020,45247,5
08/19/2020,45248,6
08/19/2020,45251,4
