"SI_mean","SI_sd","time_frame","start_dt","end_dt","t_start","t_end","Mean.R.","Std.R.","Quantile.0.025.R.","Quantile.0.975.R."
5,3,1,2020-04-28,2020-05-27,40,69,0.984059070515807,0.00218015715930851,0.979715437653383,0.98811353278018
5,3,1,2020-04-29,2020-05-28,41,70,0.976653096080122,0.00192914952388443,0.973549224308877,0.980095940744197
5,3,1,2020-04-30,2020-05-29,42,71,0.968704724099829,0.00235796329929201,0.963708509529051,0.972959508775995
5,3,1,2020-05-01,2020-05-30,43,72,0.963121247521139,0.00240460107323645,0.958271594049509,0.966926853648498
5,3,1,2020-05-02,2020-05-31,44,73,0.958789850887909,0.00256187801006521,0.953783316439091,0.963730546777175
5,3,1,2020-05-03,2020-06-01,45,74,0.955416079618929,0.00250101286085066,0.950406906906907,0.959686186186186
5,3,1,2020-05-04,2020-06-02,46,75,0.951858257901524,0.002562880903205,0.946644764859768,0.957054206972075
5,3,1,2020-05-05,2020-06-03,47,76,0.946784399643563,0.00247474475356957,0.942147190391568,0.950793553526564
5,3,1,2020-05-06,2020-06-04,48,77,0.941629191841284,0.00274076493155963,0.935532364840015,0.945811879367414
5,3,1,2020-05-07,2020-06-05,49,78,0.937530940154185,0.00242147029783678,0.932518692455045,0.941191373663721
5,3,1,2020-05-08,2020-06-06,50,79,0.937631501450852,0.00237867605033251,0.932171015581002,0.941090983042363
5,3,1,2020-05-09,2020-06-07,51,80,0.941339461792536,0.00264649325106012,0.935172068050974,0.945601267869849
5,3,1,2020-05-10,2020-06-08,52,81,0.944939612110176,0.00237520964391264,0.940020474209101,0.949362657684433
5,3,1,2020-05-11,2020-06-09,53,82,0.948295677820603,0.00259416411133396,0.943549777807256,0.953054321151423
5,3,1,2020-05-12,2020-06-10,54,83,0.952199258845714,0.00251558626832498,0.94725846798729,0.957487661415726
5,3,1,2020-05-13,2020-06-11,55,84,0.955816335943238,0.00275747174128731,0.9508051939246,0.961610048820179
5,3,1,2020-05-14,2020-06-12,56,85,0.960653753358304,0.0029010102617181,0.954187644577494,0.96578786229419
5,3,1,2020-05-15,2020-06-13,57,86,0.968032680635114,0.0029471385937602,0.961923581388927,0.972880712411984
5,3,1,2020-05-16,2020-06-14,58,87,0.973906104132632,0.00296158497150158,0.967753470020433,0.979604382442049
