Case Reported Date,Zip Code,Cases
6/8/2020,45251,1
6/10/2020,45251,4
6/12/2020,45251,4
6/13/2020,45251,2
6/14/2020,45251,2
6/15/2020,45251,3
6/16/2020,45251,2
6/17/2020,45251,2
6/18/2020,45251,2
6/19/2020,45251,6
6/20/2020,45251,5
6/21/2020,45251,2
6/22/2020,45251,5
6/23/2020,45251,3
6/24/2020,45251,4
6/25/2020,45251,7
6/26/2020,45251,6
6/27/2020,45251,3
6/28/2020,45251,6
6/29/2020,45251,2
6/30/2020,45251,8
7/1/2020,45251,6
7/2/2020,45251,13
7/3/2020,45251,3
7/4/2020,45251,2
7/5/2020,45251,1
7/6/2020,45251,6
7/7/2020,45251,2
7/8/2020,45251,3
7/9/2020,45251,5
7/10/2020,45251,3
7/11/2020,45251,12
7/12/2020,45251,3
7/13/2020,45251,1
7/14/2020,45251,4
7/15/2020,45251,1
7/16/2020,45251,8
7/18/2020,45251,2
7/19/2020,45251,1
7/20/2020,45251,4
3/22/2020,45252,1
4/3/2020,45252,1
4/27/2020,45252,1
5/8/2020,45252,1
5/10/2020,45252,1
5/19/2020,45252,1
6/6/2020,45252,1
6/11/2020,45252,1
6/13/2020,45252,1
6/24/2020,45252,1
6/25/2020,45252,2
6/30/2020,45252,1
7/1/2020,45252,3
7/2/2020,45252,1
7/3/2020,45252,1
7/4/2020,45252,1
7/5/2020,45252,1
7/10/2020,45252,3
7/11/2020,45252,1
7/13/2020,45252,1
7/14/2020,45252,1
7/17/2020,45252,1
7/6/2020,45253,1
7/11/2020,45253,1
3/23/2020,45255,1
3/30/2020,45255,2
4/3/2020,45255,2
4/8/2020,45255,1
4/16/2020,45255,1
4/30/2020,45255,1
5/1/2020,45255,1
5/11/2020,45255,1
5/16/2020,45255,1
5/18/2020,45255,2
5/20/2020,45255,3
5/21/2020,45255,1
5/22/2020,45255,1
5/25/2020,45255,1
5/29/2020,45255,1
5/30/2020,45255,1
6/3/2020,45255,1
6/4/2020,45255,2
6/5/2020,45255,3
6/8/2020,45255,2
6/9/2020,45255,1
6/10/2020,45255,2
6/17/2020,45255,1
6/19/2020,45255,2
6/22/2020,45255,1
6/25/2020,45255,2
6/28/2020,45255,1
6/29/2020,45255,1
6/30/2020,45255,2
7/1/2020,45255,1
7/2/2020,45255,1
7/3/2020,45255,2
7/4/2020,45255,2
7/5/2020,45255,3
7/6/2020,45255,1
7/11/2020,45255,2
7/13/2020,45255,3
7/16/2020,45255,2
7/17/2020,45255,2
7/18/2020,45255,1
7/15/2020,45277,1
7/6/2020,45322,1
7/18/2020,45331,1
3/28/2020,45383,1
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
