"SI_mean","SI_sd","time_frame","start_dt","end_dt","t_start","t_end","Mean.R.","Std.R.","Quantile.0.025.R.","Quantile.0.975.R."
5,1,2,2021-01-11,2021-02-09,59,88,0.863401511715371,0.00156339474444729,0.860337682948334,0.866383794745195
5,1,2,2021-01-12,2021-02-10,60,89,0.863981949130124,0.00152311765673569,0.861078923357664,0.867258211678832
5,1,2,2021-01-13,2021-02-11,61,90,0.869271062945678,0.00143403708207112,0.866636885168814,0.871908210288724
5,1,2,2021-01-14,2021-02-12,62,91,0.869871386612791,0.00199398376374458,0.866297698805709,0.873927080299058
5,1,2,2021-01-15,2021-02-13,63,92,0.860769988913564,0.00220656487275876,0.856784423926134,0.865320152549177
5,1,2,2021-01-16,2021-02-14,64,93,0.843309644042139,0.00177659637288238,0.83952987012987,0.847064935064935
5,1,2,2021-01-17,2021-02-15,65,94,0.828377640506401,0.00175970523861702,0.824775084674005,0.83118649449619
5,1,2,2021-01-18,2021-02-16,66,95,0.820075900362013,0.0019352235877363,0.816387662827,0.823831951770912
5,1,2,2021-01-19,2021-02-17,67,96,0.820568017334284,0.0018572552480884,0.817458563535912,0.824477900552486
5,1,2,2021-01-20,2021-02-18,68,97,0.828895835960539,0.00213630399115249,0.825667595495182,0.833458144665041
5,1,2,2021-01-21,2021-02-19,69,98,0.832515089601967,0.00198923400564357,0.828365384615385,0.836307205452775
5,1,2,2021-01-22,2021-02-20,70,99,0.828631161771203,0.00231159331642404,0.824087474385246,0.832802894467213
5,1,2,2021-01-23,2021-02-21,71,100,0.821284026439757,0.00224374899776749,0.816482818558631,0.824588848776574
5,1,2,2021-01-24,2021-02-22,72,101,0.813680769659538,0.00222135397427819,0.808087934560327,0.817321063394683
5,1,2,2021-01-25,2021-02-23,73,102,0.808022273625454,0.00201764920806858,0.803414921647483,0.811683539037581
5,1,2,2021-01-26,2021-02-24,74,103,0.811250591298941,0.00222429564013385,0.806553965240251,0.814754637067329
5,1,2,2021-01-27,2021-02-25,75,104,0.818170113554185,0.00217227764251879,0.814013470075004,0.821762589928058
5,1,2,2021-01-28,2021-02-26,76,105,0.819321684267731,0.00243925997898141,0.814310869217224,0.823207139426925
5,1,2,2021-01-29,2021-02-27,77,106,0.814846284678771,0.00261147901049956,0.809827268153614,0.819218514170719
5,1,2,2021-01-30,2021-02-28,78,107,0.806835485000592,0.00247935246803329,0.80113315696649,0.810850970017637
5,1,2,2021-01-31,2021-03-01,79,108,0.801235331861978,0.00228606738848546,0.796887351778656,0.806144448436939
5,1,2,2021-02-01,2021-03-02,80,109,0.80126489258139,0.00217138765516379,0.796955395150842,0.805575606144734
5,1,2,2021-02-02,2021-03-03,81,110,0.814905653960097,0.00258767862762077,0.8095703125,0.8198388671875
5,1,2,2021-02-03,2021-03-04,82,111,0.834381831991211,0.00280914140108309,0.828487420740438,0.839757619145019
5,1,2,2021-02-04,2021-03-05,83,112,0.84717991756923,0.0027649496366461,0.841573396470082,0.851834911752045
5,1,2,2021-02-05,2021-03-06,84,113,0.851986235044966,0.00328758579069213,0.846679112921475,0.857886399637927
5,1,2,2021-02-06,2021-03-07,85,114,0.848380175556131,0.00264704643579177,0.843904739448243,0.853931855694412
5,1,2,2021-02-07,2021-03-08,86,115,0.842222951254679,0.00285132070527458,0.837164750957854,0.847108477011494
5,1,2,2021-02-08,2021-03-09,87,116,0.841786827294832,0.0031345650921477,0.836081409477521,0.847873633049818
5,1,2,2021-02-09,2021-03-10,88,117,0.858546220883636,0.00336116918935754,0.85180608365019,0.865025348542459
5,1,2,2021-02-10,2021-03-11,89,118,0.880500215843311,0.00360868108515845,0.872936798119613,0.886667537215983
5,1,2,2021-02-11,2021-03-12,90,119,0.903293754814823,0.00330187079524688,0.896718963165075,0.909283765347885
5,1,2,2021-02-12,2021-03-13,91,120,0.916703573056828,0.00335979044722765,0.909988535396962,0.922900544568644
5,1,2,2021-02-13,2021-03-14,92,121,0.911204547378388,0.00282835165777374,0.904943836831215,0.915614838900384
5,1,2,2021-02-14,2021-03-15,93,122,0.879723729668753,0.00258347290524222,0.874630396215257,0.884543169722058
5,1,2,2021-02-15,2021-03-16,94,123,0.85435893219177,0.00239576480023814,0.849880632646971,0.858109519546404
5,1,2,2021-02-16,2021-03-17,95,124,0.822672989706388,0.00245088190332426,0.817597891566265,0.826965361445783
5,1,2,2021-02-17,2021-03-18,96,125,0.796881434750144,0.00263908399520849,0.791535194174757,0.801608009708738
